ccp,n_estimators,cross validation,OOB
0.04157681186517145,57.0,0.746,0.745
0.04850628050936669,57.0,0.746,0.745
0.055435749153561927,57.0,0.746,0.745
0.062365217797757166,57.0,0.746,0.745
0.0,58.0,0.7350000000000001,0.72
0.006929468644195241,58.0,0.763,0.754
0.013858937288390482,58.0,0.7529999999999999,0.75
0.020788405932585723,58.0,0.7529999999999999,0.746
0.027717874576780963,58.0,0.747,0.745
0.03464734322097621,58.0,0.7449999999999999,0.745
0.04157681186517145,58.0,0.746,0.745
0.04850628050936669,58.0,0.7449999999999999,0.745
0.055435749153561927,58.0,0.7449999999999999,0.745
0.062365217797757166,58.0,0.7449999999999999,0.745
0.0,59.0,0.7370000000000001,0.724
0.006929468644195241,59.0,0.7609999999999999,0.753
0.013858937288390482,59.0,0.7529999999999999,0.75
0.020788405932585723,59.0,0.7529999999999999,0.746
0.027717874576780963,59.0,0.746,0.745
0.03464734322097621,59.0,0.746,0.745
0.04157681186517145,59.0,0.746,0.745
0.04850628050936669,59.0,0.747,0.745
0.055435749153561927,59.0,0.747,0.745
0.062365217797757166,59.0,0.747,0.745
0.0,60.0,0.736,0.724
0.006929468644195241,60.0,0.7609999999999999,0.755
0.013858937288390482,60.0,0.7529999999999999,0.748
0.020788405932585723,60.0,0.7519999999999999,0.746
0.027717874576780963,60.0,0.746,0.745
0.03464734322097621,60.0,0.7449999999999999,0.745
0.04157681186517145,60.0,0.746,0.745
0.04850628050936669,60.0,0.7449999999999999,0.745
0.055435749153561927,60.0,0.7449999999999999,0.745
0.062365217797757166,60.0,0.7449999999999999,0.745
0.0,61.0,0.7390000000000001,0.719
0.006929468644195241,61.0,0.7609999999999999,0.755
0.013858937288390482,61.0,0.754,0.749
0.020788405932585723,61.0,0.752,0.746
0.027717874576780963,61.0,0.746,0.745
0.03464734322097621,61.0,0.7449999999999999,0.745
0.04157681186517145,61.0,0.7449999999999999,0.745
0.04850628050936669,61.0,0.746,0.745
0.055435749153561927,61.0,0.746,0.745
0.062365217797757166,61.0,0.746,0.745
0.0,62.0,0.7390000000000001,0.724
0.006929468644195241,62.0,0.7599999999999999,0.755
0.013858937288390482,62.0,0.7529999999999999,0.749
0.020788405932585723,62.0,0.7519999999999999,0.745
0.027717874576780963,62.0,0.747,0.745
0.03464734322097621,62.0,0.7449999999999999,0.745
0.04157681186517145,62.0,0.746,0.745
0.04850628050936669,62.0,0.7449999999999999,0.745
0.055435749153561927,62.0,0.7449999999999999,0.745
0.062365217797757166,62.0,0.7449999999999999,0.745
0.0,63.0,0.7380000000000001,0.725
0.006929468644195241,63.0,0.7599999999999999,0.755
0.013858937288390482,63.0,0.7529999999999999,0.749
0.020788405932585723,63.0,0.7509999999999999,0.745
0.027717874576780963,63.0,0.746,0.745
0.03464734322097621,63.0,0.7449999999999999,0.745
0.04157681186517145,63.0,0.746,0.745
0.04850628050936669,63.0,0.7449999999999999,0.745
0.055435749153561927,63.0,0.7449999999999999,0.745
0.062365217797757166,63.0,0.7449999999999999,0.745
0.0,64.0,0.74,0.725
0.006929468644195241,64.0,0.7579999999999999,0.755
0.013858937288390482,64.0,0.754,0.749
0.020788405932585723,64.0,0.7509999999999999,0.746
0.027717874576780963,64.0,0.746,0.745
0.03464734322097621,64.0,0.7449999999999999,0.745
0.04157681186517145,64.0,0.7439999999999999,0.745
0.04850628050936669,64.0,0.7449999999999999,0.745
0.055435749153561927,64.0,0.7449999999999999,0.745
0.062365217797757166,64.0,0.7449999999999999,0.745
0.0,65.0,0.737,0.727
0.006929468644195241,65.0,0.7579999999999999,0.754
0.013858937288390482,65.0,0.7529999999999999,0.749
0.020788405932585723,65.0,0.7489999999999999,0.746
0.027717874576780963,65.0,0.746,0.745
0.03464734322097621,65.0,0.7449999999999999,0.745
0.04157681186517145,65.0,0.7439999999999999,0.744
0.04850628050936669,65.0,0.7429999999999999,0.744
0.055435749153561927,65.0,0.7429999999999999,0.744
0.062365217797757166,65.0,0.7429999999999999,0.744
0.0,66.0,0.736,0.728
0.006929468644195241,66.0,0.7589999999999999,0.755
0.013858937288390482,66.0,0.754,0.749
0.020788405932585723,66.0,0.7499999999999999,0.746
0.027717874576780963,66.0,0.746,0.745
0.03464734322097621,66.0,0.7449999999999999,0.745
0.04157681186517145,66.0,0.7439999999999999,0.745
0.04850628050936669,66.0,0.7449999999999999,0.745
0.055435749153561927,66.0,0.7449999999999999,0.745
0.062365217797757166,66.0,0.7449999999999999,0.745
0.0,67.0,0.7360000000000001,0.729
0.006929468644195241,67.0,0.7579999999999999,0.754
0.013858937288390482,67.0,0.754,0.748
0.020788405932585723,67.0,0.751,0.746
0.027717874576780963,67.0,0.7449999999999999,0.745
0.03464734322097621,67.0,0.7449999999999999,0.745
0.04157681186517145,67.0,0.746,0.745
0.04850628050936669,67.0,0.7449999999999999,0.745
0.055435749153561927,67.0,0.7449999999999999,0.745
0.062365217797757166,67.0,0.7449999999999999,0.745
0.0,68.0,0.7340000000000002,0.726
0.006929468644195241,68.0,0.7569999999999999,0.753
0.013858937288390482,68.0,0.754,0.748
0.020788405932585723,68.0,0.748,0.747
0.027717874576780963,68.0,0.746,0.745
0.03464734322097621,68.0,0.7449999999999999,0.745
0.04157681186517145,68.0,0.7439999999999999,0.745
0.04850628050936669,68.0,0.7429999999999999,0.745
0.055435749153561927,68.0,0.7429999999999999,0.745
0.062365217797757166,68.0,0.7429999999999999,0.745
0.0,69.0,0.7360000000000001,0.727
0.006929468644195241,69.0,0.7569999999999999,0.753
0.013858937288390482,69.0,0.7529999999999999,0.748
0.020788405932585723,69.0,0.748,0.747
0.027717874576780963,69.0,0.7449999999999999,0.745
0.03464734322097621,69.0,0.7449999999999999,0.745
0.04157681186517145,69.0,0.7429999999999999,0.745
0.04850628050936669,69.0,0.7429999999999999,0.745
0.055435749153561927,69.0,0.7429999999999999,0.745
0.062365217797757166,69.0,0.7429999999999999,0.745
